term_id,category,zh_cn,en,ja,aliases_zh,aliases_en,aliases_ja,zh_status,sources,notes,priority,enabled,match_case
character:freezo,character,霜冰炮台,Freezo,コーラス,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Freezo,100,True,False
character:freezy-rex,character,雪暴龙,Freezy Rex,ブリザルドン,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Freezy Rex,100,True,False
character:fridgy,character,Fridgy,Fridgy,レイゾウ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Fridgy,100,True,False
character:friend-heart,character,盟友之心,Friend Heart,フレンズハート,,,,official_reused,bwiki-infobox,BWIKI page: 盟友之心; template: Infobox/道具；BWIKI page: 道具（新星同盟）; template: 道具,100,True,False
character:frigis,character,冰球鸟！,Frigis,シャーベス,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵1; template: 杂兵；WiKirby page: Frigis,100,True,False
character:frost-kibble-blade,character,冻霜弯刀骑士老大,Frost Kibble Blade,フロストザンキブル,冰霜弯刀骑士老大 | 凍霜彎刀騎士老大,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 冰霜弯刀骑士老大; template: Infobox/敌对角色；WiKirby page: Frost Kibble Blade,100,True,False
character:fryclops,character,Fryclops,Fryclops,モウ・タクサン,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Fryclops,100,True,False
character:fuufuu,character,呼呼,Fuufuu,フーフー,,Ice Noserunt,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Fuufuu,100,True,False
character:gabon,character,骷髅怪,Gabon,ガボン,骷髏怪,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 骷髅怪; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Gabon,100,True,False
character:galacta-knight,character,星河骑士,Galacta Knight,ギャラクティックナイト,星之卡比 Wii 星河骑士 | 星之卡比 Wii 豪华版 星河骑士 | 星河騎士 | 星河骑士 WII | 星河骑士 WIIDX | 星河骑士（星之卡比 Wii 豪华版） | 星河骑士（星之卡比 Wii）,Galacta Knight (Kirby's Return to Dream Land Deluxe) | Galacta Knight (Kirby's Return to Dream Land) | Galacta Knight WII | Galacta Knight WIIDX | Kirby's Return to Dream Land Deluxe Galacta Knight | Kirby's Return to Dream Land Galacta Knight | 星之卡比 Wii 星河骑士 | 星之卡比 Wii 豪华版 星河骑士 | 星河骑士 WII | 星河骑士 WIIDX,ギャラクティックナイト(WiiDX),official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 星河骑士; template: Infobox/敌对角色；WiKirby page: Galacta Knight；真格速查 #291；真格速查 #46,150,True,False
character:galacta-knight-returns,character,归来的星河骑士,Galacta Knight Returns,ギャラクティックナイト リターンズ,归来的星河骑士 RBP | 归来的星河骑士（星之卡比 机器人星球） | 星之卡比 机器人星球 归来的星河骑士,Galacta Knight Returns (Kirby: Planet Robobot) | Galacta Knight Returns RBP | Kirby: Planet Robobot Galacta Knight Returns | 归来的星河骑士 RBP,,project,shinkaku-page-names,真格速查 #127,150,True,False
character:galactal,character,星河结晶体,Galactal,ギャラクタル,星河結晶體,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星河结晶体; template: Infobox/敌对角色；WiKirby page: Galactal,100,True,False
character:galactic-nova-nucleus,character,Galactic Nova Nucleus,Galactic Nova Nucleus,,,,,unchanged,catalog-profiles,,100,True,False
character:galaxia,character,盖拉西亚,Galaxia,ギャラクシア,,,,official_reused,bwiki-table | wikirby-names,BWIKI table: 杂兵；WiKirby page: Galaxia,100,True,False
character:galbel,character,咆哮虎,Galbel,ガルベル,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 超级豪华版/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Galbel,100,True,False
character:galbo,character,加尔波,Galbo,ガルボ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 加尔波; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Galbo,100,True,False
character:game-shop-waddle-dee,character,滚球店瓦豆鲁迪,Game-Shop Waddle Dee,タマコロ屋ワドルディ,滾球店瓦豆魯迪,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Game-Shop Waddle Dee,100,True,False
character:gangu,character,Gangu,Gangu,ガング,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Gangu,100,True,False
character:gansan,character,岩仔,Gansan,ガンサン,岩仔！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比3/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gansan,100,True,False
character:gao-gao,character,高高,Gao Gao,ガオガオ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 高高; template: Infobox/敌对角色；WiKirby page: Gao Gao,100,True,False
character:garnie,character,Garnie,Garnie,ガーニー,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Garnie,100,True,False
character:gaspar,character,加斯帕幽灵,Gaspar,ギャスパー,加斯帕幽灵！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 加斯帕幽灵; template: Infobox/敌对角色；BWIKI page: 星之卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gaspar,100,True,False
character:gate-core,character,Gate Core,Gate Core,ゲートコア,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Gate Core,100,True,False
character:gatehouse-road,character,Gatehouse Road,Gatehouse Road,えい門への道,,,,unchanged,bwiki-infobox,BWIKI page: 通往敌营的道路; template: Infobox/关卡,100,True,False
character:gator,character,咬咬鳄,Gator,ゲイター,咬咬鳄！,Gator (Kirby Super Star) | Gator (Kirby's Epic Yarn),,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 咬咬鳄; template: Infobox/敌对角色；BWIKI page: 星之卡比 超级豪华版/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gator (Kirby Super Star)；WiKirby page: Gator (Kirby's Epic Yarn),100,True,False
character:gaveela,character,咕嘟鳄！,Gaveela,ガブイーラ,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比/杂兵; template: 杂兵；WiKirby page: Gaveela,100,True,False
character:gaw-gaw,character,格瓦格瓦,Gaw Gaw,ガウガウ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 怪盗洛切团登场！/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gaw Gaw,100,True,False
character:geg,character,沙卵,Geg,オエッグ,,(Dust)Geg,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Geg,100,True,False
character:gemaine,character,杰米,Gemaine,ジェイミー,,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 卡比的驭天飞行/杂兵; template: 杂兵；WiKirby page: Gemaine,100,True,False
character:gemra,character,吉姆拉,Gemra,ジェムラ,吉姆拉！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 吉姆拉; template: Infobox/敌对角色；BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gemra,100,True,False
character:geromazudake,character,盖洛玛卓凯,Geromazudake,ゲロマズダケ,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 需要帮助的NPC（星之卡比3）；WiKirby page: Geromazudake,100,True,False
character:ghameleo-arm,character,Ghameleo Arm,Ghameleo Arm,ガメレオアーム,,Chameleo Arm,,unchanged,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 变色龙; template: Infobox/敌对角色；WiKirby page: Chameleo Arm,100,True,False
character:ghost,character,幽灵,Ghost,催促魔獣ユーレイ,,Ghost (enemy) | Ghost (monster),ゴースト | ユ～レイ,official,bwiki-infobox | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 幽灵; template: Infobox/复制能力；WiKirby page: Ghost (enemy)；WiKirby page: Ghost (monster),100,True,True
character:ghost-book,character,Ghost Book,Ghost Book,おばけブック,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Ghost Book,100,True,False
character:ghost-dish,character,Ghost Dish,Ghost Dish,おばけディッシュ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Ghost Dish,100,True,False
character:ghost-gordo,character,幽灵黑刺球,Ghost Gordo,ゴーストゴルドー,塞昆托黑刺球 | 塞昆托黑刺球！ | 幽靈黑刺球,Sectra Gordo,セクトラゴルドー,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 幽灵黑刺球; template: Infobox/敌对角色；BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Ghost Gordo,100,True,False
character:ghost-knight,character,幽灵骑士！,Ghost Knight,ゴーストナイト,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵1; template: 杂兵；WiKirby page: Ghost Knight,100,True,False
character:giant-beanbon,character,巨大僵尸种,Giant Beanbon,ビッグプッポン,,,,official_reused,bwiki-table,BWIKI table: 杂兵,100,True,False
character:giant-flotzo,character,巨大章鱼怪,Giant Flotzo,巨大フロッツォ,巨大章鱼怪！,Huge Flotzo | HugeFlotzo,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Giant Flotzo,100,True,False
character:giant-rocky,character,巨大硬石,Giant Rocky,ジャイアントロッキー,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Giant Rocky,100,True,False
character:giga-clanksprout,character,巨耸耸突,Giga Clanksprout,ギガニョッキ,,GigaClanksprout,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Giga Clanksprout,100,True,False
character:gigant-chicks,character,巨型鸟,Gigant Chicks,ギガントコックス,巨型鸟！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 三重豪华/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gigant Chicks,100,True,False
character:gigant-edge,character,庞大刃,Gigant Edge,ギガントエッジ,庞大刃EX | 龐大刃,Gigant Edge EX,,official,bwiki-infobox | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 庞大刃; template: Infobox/敌对角色；WiKirby page: Gigant Edge,100,True,False
character:gigantes,character,巨灵,Gigantes,ギガンテス,巨靈,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 巨灵; template: Infobox/复制能力；BWIKI vertical name table: 驭天飞行器；WiKirby page: Gigantes,100,True,False
character:gigatzo,character,巨大炮,Gigatzo,ギガッツォ,巨大砲,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 巨大炮; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Gigatzo,100,True,False
character:gigavolt,character,铁巨兵钜甲螺丝,Gigavolt,鉄巨兵ギガヴォルト,鐵巨兵鉅甲螺絲,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 铁巨兵钜甲螺丝; template: Infobox/敌对角色；WiKirby page: Gigavolt,100,True,False
character:gim,character,机姆,Gim,ギム,冲击机姆 | 機姆,Splash Gim,,official,bwiki-infobox | bwiki-table | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 机姆; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Gim,100,True,False
character:gip,character,吉普,Gip,ギップ,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI table: 杂兵；WiKirby page: Gip,100,True,False
character:girl-blob,character,Girl blob,Girl blob,,,,,unchanged,catalog-profiles | wikirby-names,WiKirby 页面没有可解析的多语言名称表,100,True,False
character:glom,character,舔舔蛙！,Glom,ペロッガー,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Glom,100,True,False
character:gloombat,character,暗黑蝙蝠,Gloombat,グルーガー,,Gloomybat,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gloombat,100,True,False
character:glunk,character,绿海葵,Glunk,グランク,綠海葵,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 绿海葵; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Glunk,100,True,False
character:glutbulb,character,球泡植,Glutbulb,フーセンカ,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Glutbulb,100,True,False
character:gnawcodile,character,鳄加布尔,Gnawcodile,クロコガブル,鱷加布爾,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gnawcodile,100,True,False
character:gobbler,character,加百猎,Gobbler,ガブリエル,加百獵,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 加百猎; template: Infobox/敌对角色；WiKirby page: Gobbler,100,True,False
character:gobbler-s-mini-shark,character,迷你鲨,Gobbler's Mini Shark,パクリエル,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 星之卡比 镜之大迷宫/杂兵; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:gobblin,character,咕嘟掌！,Gobblin,ガブテン,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 星之卡比64/杂兵; template: 杂兵；WiKirby page: Gobblin,100,True,False
character:gobchomplin,character,咬啮啃噬,Gobchomplin,ガブリン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gobchomplin,100,True,False
character:god-hand,character,神之手,God Hand,ゴッドハンド,神之手！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 滚滚卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: God Hand,100,True,False
character:gold-beanbon,character,黄金叶芽,Gold Beanbon,ゴールデンプッポン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Gold Beanbon,100,True,False
character:gold-waddle-dee,character,黄金瓦豆鲁迪,Gold Waddle Dee,ゴールデンワドルディ,黃金瓦豆魯迪,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；BWIKI page: 黄金瓦豆鲁迪; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Gold Waddle Dee,100,True,False
character:goldon-silvox,character,金角银角 金狸&银狐,Goldon & Silvox,金閣銀閣 ゴールドン＆シルバックス,星之卡比 新星同盟 金角银角 | 金狸&银狐 | 金角銀角 金狸&銀狐 | 金角银角 | 金角银角 STA | 金角银角（星之卡比 新星同盟）,Goldon & Silvox (Kirby Star Allies) | Goldon & Silvox STA | Goldon&Silvox | Kirby Star Allies Goldon & Silvox | 金角银角 STA,ゴールドン&シルバック | ゴールドン&シルバックス,official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 金狸&银狐; template: Infobox/敌对角色；WiKirby page: Goldon & Silvox；真格速查 #177,150,True,False
